,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist
426,HD 106906 b,337,11 Jupiters,7.797,2013,HD 102365 b,HD 102365,2,1.0,Radial Velocity,2010.0,Anglo-Australian Telescope,0.0,122.1,0.3,-0.3,0.0,0.46,0.04,-0.04,0.0,4.14,,,0.0,0.369,,,0.0,16.0,2.6,-2.6,0,0.05,0.008,-0.008,0.0,Msini,0.34,0.14,-0.14,0.0,,,,,,,,,0,G3/5V,5630.0,,,0.0,0.95,0.06,-0.05,0.0,0.85,,,0,-0.26,,,0.0,[Fe/H],4.57,,,0.0,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,9.2894
427,HD 10697 b,108,6.383 Jupiters,6.27,1999,HD 102843 b,HD 102843,1,1.0,Radial Velocity,2019.0,Las Campanas Observatory,0.0,3090.942,295.049,-295.049,0.0,4.074,0.27,-0.27,0.0,13.1,,,0.0,1.17,,,0.0,113.9,14.5,-14.5,0,0.35837,0.04562,-0.04562,0.0,Msini,0.11,0.07,-0.07,0.0,,,,,,,,,0,K0 V,5436.0,144.0,-69.0,0.0,0.96,0.02,-0.05,0.0,0.95,0.05,-0.05,0,0.16,0.05,-0.05,0.0,[M/H],4.46,0.05,-0.1,0.0,11h50m20.51s,177.5854673,-01d15m08.28s,-1.2522989,62.758
428,HD 107148 b,161,0.21 Jupiters,8.015,2005,HD 102956 b,HD 102956,2,1.0,Radial Velocity,2010.0,W. M. Keck Observatory,0.0,6.4947,0.00019,-0.00019,0.0,0.0807,0.0073,-0.0073,0.0,13.8,,,0.0,1.23,,,0.0,305.1168,7.31009,-7.31009,0,0.96,0.023,-0.023,0.0,Msini,0.037,0.019,-0.019,0.0,,,,,,,,,0,G5,4985.0,,,0.0,4.55,,,0.0,1.66,,,0,0.19,0.04,-0.04,0.0,[Fe/H],3.38,,,0.0,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584,121.89
429,HD 108147 b,127,0.261 Jupiters,6.995,2002,HD 103197 b,HD 103197,1,1.0,Radial Velocity,2009.0,La Silla Observatory,0.0,47.84,0.03,-0.03,0.0,0.25,0.0,0.0,0.0,5.83,,,0.0,0.52,,,0.0,28.6047,6.3566,-6.3566,0,0.09,0.02,-0.02,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K1 V(P),5250.0,84.0,-84.0,0.0,0.88,0.03,-0.03,0.0,0.8,0.28,-0.28,0,0.22,,,0.0,[Fe/H],4.45,0.15,-0.15,0.0,11h52m52.85s,178.2201971,-50d17m34.05s,-50.2927911,57.1463
430,HD 108341 b,161,3.5 Jupiters,9.36,2014,HD 103720 b,HD 103720,1,1.0,Radial Velocity,2014.0,La Silla Observatory,0.0,4.5557,0.0001,-0.0001,0.0,0.0498,0.0008,-0.0008,0.0,14.1,,,0.0,1.26,,,0.0,197.046,7.945,-7.945,0,0.62,0.025,-0.025,0.0,Msini,0.086,0.024,-0.024,0.0,,,,,,,,,0,K3 V,5017.0,88.0,-88.0,0.0,0.73,0.02,-0.02,0.0,0.79,0.04,-0.04,0,-0.02,0.06,-0.06,0.0,[Fe/H],4.43,0.16,-0.16,0.0,11h56m41.12s,179.1713308,-02d46m44.90s,-2.7791393,45.5352
431,HD 108863 b,540,2.414 Jupiters,7.71,2011,HD 103774 b,HD 103774,2,1.0,Radial Velocity,2013.0,La Silla Observatory,0.0,5.8881,0.0005,-0.0005,0.0,0.07,0.001,-0.001,0.0,13.3,,,0.0,1.19,,,0.0,116.0,7.0,-7.0,0,0.367,0.022,-0.022,0.0,Msini,0.09,0.04,-0.04,0.0,,,,,,,,,0,F5 V,6489.0,77.0,-77.0,0.0,1.58,0.05,-0.04,0.0,1.33,0.03,-0.03,0,0.28,0.06,-0.06,0.0,[Fe/H],4.26,0.13,-0.13,0.0,11h56m55.46s,179.2310729,-12d06m28.78s,-12.1079951,56.4089
432,HD 108874 b,194,1.42 Jupiters,8.738,2002,HD 103949 b,HD 103949,1,1.0,Radial Velocity,2019.0,Las Campanas Observatory,0.0,120.878,0.446,-0.446,0.0,0.439,0.009,-0.009,0.0,3.35,,,0.0,0.299,,,0.0,11.2,2.3,-2.3,0,0.03524,0.00724,-0.00724,0.0,Msini,0.19,0.12,-0.12,0.0,,,,,,,,,0,K3 V,4792.0,66.0,-54.0,0.0,0.75,0.02,-0.02,0.0,0.77,0.04,-0.04,0,-0.07,0.031,-0.031,0.0,[M/H],4.59,0.09,-0.1,0.0,11h58m11.51s,179.5479558,-23d55m26.84s,-23.9241221,26.4997
433,HD 108874 c,194,0.99 Jupiters,8.738,2005,HD 104067 b,HD 104067,1,1.0,Radial Velocity,2009.0,La Silla Observatory,0.0,55.806,0.049,-0.049,0.0,0.26,0.0,0.0,0.0,8.18,,,0.0,0.729,,,0.0,50.8528,6.3566,-6.3566,0,0.16,0.02,-0.02,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K2 V,4937.0,25.0,-25.0,0.0,0.74,0.02,-0.02,0.0,0.62,0.13,-0.13,0,0.0,,,0.0,[Fe/H],4.49,0.09,-0.09,0.0,11h59m10.17s,179.7923543,-20d21m20.18s,-20.3556058,20.3632
434,HD 109246 b,222,0.86 Jupiters,8.77,2010,HD 10442 b,HD 10442,1,1.0,Radial Velocity,2014.0,W. M. Keck Observatory,0.0,1032.3,8.9,-8.9,0.0,2.01,0.12,-0.12,0.0,13.6,,,0.0,1.21,,,0.0,472.61321,24.15508,-24.15508,0,1.487,0.076,-0.076,0.0,Msini,0.132,0.044,-0.044,0.0,,,,,,,,,0,K0 IV,4912.0,,,0.0,1.97,,,0.0,1.01,,,0,0.11,0.03,-0.03,0.0,[Fe/H],3.19,,,0.0,01h41m53.17s,25.471524,+02d42m15.91s,2.7044193,135.374
435,HD 109271 b,183,17.162 Earths,8.055,2013,HD 104985 b,HD 104985,1,1.0,Radial Velocity,2003.0,Okayama Astrophysical Observatory,0.0,199.505,0.085,-0.085,0.0,0.95,,,0.0,12.6,,,0.0,1.12,,,0.0,2637.9,,,0,8.3,,,0.0,Msini,0.09,0.009,-0.009,0.0,,,,,,,,,0,G9 III,4877.0,,,0.0,11.0,,,0.0,2.3,,,0,-0.15,,,0.0,[Fe/H],2.85,,,0.0,12h05m15.79s,181.3157854,+76d54m19.21s,76.9053359,100.576
436,HD 109271 c,183,24.154 Earths,8.055,2013,HD 106252 b,HD 106252,1,1.0,Radial Velocity,2002.0,Lick Observatory,0.0,1531.0,4.7,-4.7,0.0,2.61,0.04,-0.04,0.0,12.7,,,0.0,1.13,,,0.0,2202.5619,85.8141,-85.8141,0,6.93,0.27,-0.27,0.0,Msini,0.48,0.01,-0.01,0.0,,,,,,,,,0,G0,5874.0,10.0,-10.0,0.0,1.1,0.02,-0.02,0.0,1.01,0.05,-0.05,0,-0.06,,,0.0,[Fe/H],4.36,0.02,-0.02,0.0,12h13m29.53s,183.3730583,+10d02m25.55s,10.0404302,38.185
437,HD 109749 b,206,0.27 Jupiters,8.08,2005,HD 106270 b,HD 106270,1,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,1888.0,16.0,-16.0,0.0,3.34,0.2,-0.2,0.0,12.5,,,0.0,1.11,,,0.0,3219.6179,85.8141,-85.8141,0,10.13,0.27,-0.27,0.0,Msini,0.185,0.027,-0.027,0.0,,,,,,,,,0,G5 IV,5509.0,,,0.0,2.66,,,0.0,1.39,,,0,0.08,0.03,-0.03,0.0,[Fe/H],3.72,,,0.0,12h13m37.18s,183.4049258,-09d30m48.83s,-9.5135645,93.808
438,HD 110014 b,329,11.09 Jupiters,4.66,2009,HD 106315 b,HD 106315,1,2.0,Transit,2017.0,K2,0.0,9.55237,0.00089,-0.00089,0.0,0.0907,0.001,-0.001,0.0,2.44,0.17,-0.17,0.0,0.218,0.015,-0.015,0.0,12.6,3.2,-3.2,0,0.03964,0.01007,-0.01007,0.0,Mass,0.093,0.11,-0.068,0.0,240.0,48.0,-43.0,0.0,1153,25.0,-25.0,0.0,0,F5 V,6327.0,48.0,-48.0,0.0,1.3,0.06,-0.06,0.0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0.0,[Fe/H],4.25,0.04,-0.04,0.0,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.353
439,HD 111232 b,95,7.14 Jupiters,7.59,2003,HD 106315 c,HD 106315,1,2.0,Transit,2017.0,K2,0.0,21.05704,0.00046,-0.00046,0.0,0.1536,0.0017,-0.0017,0.0,4.35,0.23,-0.23,0.0,0.388,0.021,-0.021,0.0,15.2,3.7,-3.7,0,0.04782,0.01164,-0.01164,0.0,Mass,0.22,0.15,-0.15,0.0,83.0,16.0,-15.0,0.0,886,20.0,-20.0,0.0,0,F5 V,6327.0,48.0,-48.0,0.0,1.3,0.06,-0.06,0.0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0.0,[Fe/H],4.25,0.04,-0.04,0.0,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.353
440,HD 111591 b,374,4.4 Jupiters,6.427,2017,HD 10647 b,HD 10647,1,1.0,Radial Velocity,2006.0,W. M. Keck Observatory,0.0,989.2,8.1,-8.1,0.0,2.015,0.011,-0.011,0.0,13.8,,,0.0,1.23,,,0.0,298.75,25.43,-25.43,0,0.94,0.08,-0.08,0.0,Msini,0.15,0.08,-0.08,0.0,,,,,,,,,0,F9 V,6218.0,20.0,-20.0,0.0,1.1,0.02,-0.02,0.0,1.11,0.02,-0.02,0,0.0,0.01,-0.01,0.0,[Fe/H],4.62,0.04,-0.04,0.0,01h42m29.60s,25.6233526,-53d44m28.63s,-53.7412852,17.3357
441,HD 111998 b,108,4.51 Jupiters,6.11,2016,HD 106515 A b,HD 106515 A,2,1.0,Radial Velocity,2012.0,La Silla Observatory,0.0,3630.0,12.0,-12.0,0.0,4.59,0.01,-0.01,0.0,12.5,,,0.0,1.11,,,0.0,3054.22,44.49,-44.49,0,9.61,0.14,-0.14,0.0,Msini,0.572,0.011,-0.011,0.0,,,,,,,,,0,G5,5362.0,29.0,-29.0,0.0,1.62,0.05,-0.05,0.0,0.97,0.01,-0.01,0,0.03,0.02,-0.02,0.0,[Fe/H],4.41,0.04,-0.04,0.0,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413,34.0915
442,HD 113337 b,118,2.83 Jupiters,6.008,2013,HD 106906 b,HD 106906,1,1.0,Imaging,2013.0,Las Campanas Observatory,0.0,,,,,650.0,,,0.0,12.4,,,0.0,1.11,,,0.0,3496.0,636.0,-636.0,0,11.0,2.0,-2.0,0.0,Mass,,,,,,,,,1800,100.0,-100.0,0.0,0,F5 V,6516.0,165.0,-165.0,0.0,2.12,0.08,-0.1,0.0,1.5,0.1,-0.1,0,0.04,0.01,-0.02,0.0,[Fe/H],3.9,0.09,-0.07,0.0,12h17m53.12s,184.4713308,-55d58m32.09s,-55.9755805,103.029
443,HD 113538 b,52,0.36 Jupiters,9.057,2010,HD 10697 b,HD 10697,1,1.0,Radial Velocity,1999.0,W. M. Keck Observatory,0.0,1075.69,0.82,-0.82,0.0,2.14,0.088,-0.088,0.0,12.7,,,0.0,1.13,,,0.0,2028.70889,24.79074,-24.79074,0,6.383,0.078,-0.078,0.0,Msini,0.1043,0.0083,-0.0083,0.0,,,,,,,,,0,G5 IV,5600.0,,,0.0,1.79,,,0.0,1.13,,,0,0.17,0.03,-0.03,0.0,[Fe/H],3.96,,,0.0,01h44m55.78s,26.2324076,+20d04m57.71s,20.0826974,33.1205
444,HD 113538 c,52,0.93 Jupiters,9.057,2010,HD 107148 b,HD 107148,2,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,48.056,0.057,-0.057,0.0,0.269,0.016,-0.016,0.0,9.6,,,0.0,0.856,,,0.0,66.741,11.441,-11.441,0,0.21,0.036,-0.036,0.0,Msini,0.05,0.17,-0.17,0.0,,,,,,,,,0,G5 V,5797.0,,,0.0,1.17,0.03,-0.03,0.0,1.12,,,0,0.314,,,0.0,[Fe/H],4.45,,,0.0,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927,49.4156
445,HD 113996 b,380,6.3 Jupiters,4.82,2017,HD 107148 c,HD 107148,2,2.0,Radial Velocity,2021.0,Multiple Observatories,0.0,18.3267,0.0022,-0.0024,0.0,0.1407,0.0018,-0.0019,0.0,4.7,,,0.0,0.42,,,0.0,19.89606,3.08294,-3.11472,0,0.0626,0.0097,-0.0098,0.0,Msini,0.34,0.13,-0.16,0.0,,,,,,,,,0,G5 V,5752.92,86.22,-86.22,0.0,1.17,0.03,-0.03,0.0,1.11,0.04,-0.04,0,0.296,0.058,-0.058,0.0,[Fe/H],4.35,0.03,-0.03,0.0,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927,49.4156
446,HD 114386 b,91,1.14 Jupiters,8.73,2003,HD 108147 b,HD 108147,1,1.0,Radial Velocity,2002.0,La Silla Observatory,0.0,10.8985,0.0045,-0.0045,0.0,0.102,0.0059,-0.0059,0.0,10.9,,,0.0,0.973,,,0.0,82.95,12.713,-12.713,0,0.261,0.04,-0.04,0.0,Msini,0.53,0.12,-0.12,0.0,,,,,890,,,0.0,0,F8 V CH+0.4,6255.73,126.62,-155.48,0.0,1.21,0.06,-0.06,0.0,1.22,0.22,-0.14,0,0.18,0.012,-0.012,0.0,[M/H],4.36,0.08,-0.1,0.0,12h25m45.84s,186.4409852,-64d01m20.46s,-64.0223492,38.92
447,HD 114613 b,66,0.357 Jupiters,4.85,2014,HD 108236 b,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,3.795963,2.5e-05,-3.4e-05,0.0,0.04527,0.00096,-0.00088,0.0,1.615,0.051,-0.051,0.0,0.144,0.005,-0.005,0.0,3.24,,,0,0.0102,,,0.0,M-R relationship,0.045,0.039,-0.033,0.0,,,,,1099,19.0,-18.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978
448,HD 114729 b,123,0.825 Jupiters,6.687,2002,HD 108236 c,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,6.203449,4.9e-05,-4.6e-05,0.0,0.062,0.0012,-0.0012,0.0,2.071,0.052,-0.052,0.0,0.185,0.005,-0.005,0.0,4.94,,,0,0.0155,,,0.0,M-R relationship,0.034,0.042,-0.025,0.0,81.4,,,,932,17.0,-16.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978
449,HD 114762 b,131,10.69 Jupiters,7.301,1989,HD 108236 d,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,14.175685,8.3e-05,-0.0001,0.0,0.1074,0.0023,-0.0023,0.0,2.539,0.062,-0.065,0.0,0.227,0.006,-0.006,0.0,6.98,,,0,0.022,,,0.0,M-R relationship,0.055,0.038,-0.035,0.0,68.16,,,,708,13.0,-12.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978
450,HD 114783 b,67,1.1 Jupiters,7.55,2001,HD 108236 e,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,19.590025,8.3e-05,-8.9e-05,0.0,0.1367,0.0022,-0.002,0.0,3.083,0.052,-0.052,0.0,0.275,0.005,-0.005,0.0,9.71,,,0,0.0306,,,0.0,M-R relationship,0.058,0.032,-0.036,0.0,58.72,,,,636,12.0,-11.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978
451,HD 114783 c,67,0.611 Jupiters,7.55,2018,HD 108236 f,HD 108236,1,5.0,Transit,2021.0,CHaracterising ExOPlanets Satellite (CHEOPS),0.0,29.54115,0.00033,-0.00042,0.0,0.1758,0.0041,-0.0038,0.0,2.017,0.052,-0.057,0.0,0.18,0.005,-0.005,0.0,4.72,,,0,0.0149,,,0.0,M-R relationship,0.051,0.036,-0.034,0.0,,,,,,,,,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978
452,HD 11506 b,167,4.83 Jupiters,7.51,2007,HD 108341 b,HD 108341,2,1.0,Radial Velocity,2014.0,La Silla Observatory,0.0,1129.0,6.0,-8.0,0.0,2.0,0.04,-0.04,0.0,13.1,,,0.0,1.17,,,0.0,1112.4,1080.6,-381.4,0,3.5,3.4,-1.2,0.0,Msini,0.85,0.09,-0.08,0.0,,,,,,,,,0,K2 V,5122.0,79.0,-79.0,0.0,0.79,0.03,-0.03,0.0,0.84,0.02,-0.02,0,0.04,0.06,-0.06,0.0,[Fe/H],4.45,0.14,-0.14,0.0,12h27m31.00s,186.8791724,-71d25m20.96s,-71.4224896,48.9102
453,HD 11506 c,167,0.408 Jupiters,7.51,2008,HD 108863 b,HD 108863,1,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,437.7,2.8,-2.8,0.0,1.32,0.1,-0.1,0.0,13.3,,,0.0,1.18,,,0.0,767.24162,24.79074,-24.79074,0,2.414,0.078,-0.078,0.0,Msini,0.032,0.027,-0.027,0.0,,,,,,,,,0,K0,4878.0,,,0.0,5.74,,,0.0,1.59,,,0,0.2,0.03,-0.03,0.0,[Fe/H],3.07,,,0.0,12h30m19.83s,187.5826081,+21d56m53.16s,21.9480993,164.742
454,HD 116029 b,403,1.4 Jupiters,8.04,2011,HD 108874 b,HD 108874,1,2.0,Radial Velocity,2002.0,W. M. Keck Observatory,0.0,394.48123,0.6,-0.6,0.0,1.04,0.02,-0.02,0.0,13.6,,,0.0,1.21,,,0.0,451.3186,28.6047,-28.6047,0,1.42,0.09,-0.09,0.0,Msini,0.13,0.02,-0.02,0.0,,,,,,,,,0,G5,5600.0,37.0,-37.0,0.0,1.05,0.02,-0.02,0.0,1.1,0.09,-0.09,0,0.26,,,0.0,[Fe/H],4.44,0.03,-0.03,0.0,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399,59.5175
455,HD 116029 c,403,1.27 Jupiters,8.04,2018,HD 108874 c,HD 108874,1,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,1624.0,23.0,-23.0,0.0,2.659,0.06,-0.06,0.0,13.8,,,0.0,1.23,,,0.0,314.64,19.07,-19.07,0,0.99,0.06,-0.06,0.0,Msini,0.239,0.031,-0.031,0.0,,,,,,,,,0,G5,5551.0,44.0,-44.0,0.0,1.09,0.03,-0.03,0.0,0.95,0.04,-0.04,0,0.19,0.03,-0.03,0.0,[Fe/H],4.36,0.03,-0.03,0.0,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399,59.5175
456,HD 117207 b,106,1.926 Jupiters,7.24,2004,HD 109246 b,HD 109246,1,1.0,Radial Velocity,2010.0,Haute-Provence Observatory,0.0,68.27,0.13,-0.13,0.0,0.33,0.01,-0.01,0.0,13.9,,,0.0,1.24,,,0.0,273.3338,79.4575,-79.4575,0,0.86,0.25,-0.25,0.0,Msini,0.12,0.04,-0.04,0.0,,,,,,,,,0,G0 V,5844.0,21.0,-21.0,0.0,1.07,0.02,-0.02,0.0,1.2,0.53,-0.53,0,0.1,,,0.0,[Fe/H],4.46,0.19,-0.19,0.0,12h32m06.52s,188.027184,+74d29m21.62s,74.4893379,67.8349
457,HD 11755 b,772,5.63 Jupiters,6.87,2015,HD 109271 b,HD 109271,1,2.0,Radial Velocity,2013.0,La Silla Observatory,0.0,7.8543,0.0009,-0.0009,0.0,0.079,0.001,-0.001,0.0,4.31,,,0.0,0.385,,,0.0,17.162,1.271,-1.271,0,0.054,0.004,-0.004,0.0,Msini,0.25,0.08,-0.08,0.0,,,,,,,,,0,G5 V,5783.0,62.0,-62.0,0.0,1.29,0.02,-0.02,0.0,1.05,0.02,-0.02,0,0.1,0.05,-0.05,0.0,[Fe/H],4.28,0.10,-0.1,0.0,12h33m35.38s,188.397397,-11d37m17.47s,-11.6215204,55.8716
458,HD 117618 b,123,0.174 Jupiters,7.169,2004,HD 109271 c,HD 109271,1,2.0,Radial Velocity,2013.0,La Silla Observatory,0.0,30.93,0.02,-0.02,0.0,0.196,0.003,-0.003,0.0,5.27,,,0.0,0.47,,,0.0,24.154,2.225,-2.225,0,0.076,0.007,-0.007,0.0,Msini,0.15,0.09,-0.09,0.0,,,,,,,,,0,G5 V,5783.0,62.0,-62.0,0.0,1.29,0.02,-0.02,0.0,1.05,0.02,-0.02,0,0.1,0.05,-0.05,0.0,[Fe/H],4.28,0.10,-0.1,0.0,12h33m35.38s,188.397397,-11d37m17.47s,-11.6215204,55.8716
459,HD 118203 b,302,2.79 Jupiters,8.05,2005,HD 109286 b,HD 109286,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,520.1,2.3,-2.3,0.0,1.259,0.021,-0.022,0.0,13.2,,,0.0,1.17,,,0.0,950.30694,47.67426,-47.67426,0,2.99,0.15,-0.15,0.0,Msini,0.338,0.034,-0.035,0.0,0.71,0.06,-0.06,0.0,259,6.0,-6.0,0.0,0,G4 V,5694.0,23.0,-23.0,0.0,1.09,0.04,-0.04,0.0,0.98,0.05,-0.05,0,0.05,0.02,-0.02,0.0,[Fe/H],4.44,0.04,-0.04,0.0,12h33m35.00s,188.3958418,+07d16m51.26s,7.2809064,55.4156
460,HD 11964 b,110,0.622 Jupiters,6.42,2005,HD 109749 b,HD 109749,2,1.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,5.239891,9.9e-05,-9.9e-05,0.0,0.0615,0.004,-0.004,0.0,11.1,,,0.0,0.993,,,0.0,85.8141,14.30235,-14.30235,0,0.27,0.045,-0.045,0.0,Msini,0.0,,,0.0,,,,,,,,,0,G3 V,5824.0,,,0.0,1.22,0.09,-0.09,0.0,1.13,0.22,-0.22,0,0.24,,,0.0,[Fe/H],4.31,0.00,0.0,0.0,12h37m16.16s,189.3173489,-40d48m43.72s,-40.8121458,63.0821
461,HD 11964 c,110,25 Earths,6.42,2008,HD 110014 b,HD 110014,1,1.0,Radial Velocity,2009.0,La Silla Observatory,0.0,835.477,6.04,-6.04,0.0,2.14,0.03,-0.03,0.0,12.4,,,0.0,1.11,,,0.0,3524.59,317.82,-317.82,0,11.09,1.0,-1.0,0.0,Msini,0.462,0.069,-0.069,0.0,,,,,,,,,0,K2 III,4445.0,70.0,-70.0,0.0,20.9,1.1,-1.1,0.0,2.17,0.28,-0.28,0,0.19,0.05,-0.05,0.0,[Fe/H],2.1,0.10,-0.1,0.0,12h39m14.69s,189.8111935,-07d59m44.41s,-7.9956702,100.758
462,HD 11977 b,222,6.54 Jupiters,4.69,2005,HD 110082 b,HD 110082,2,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,10.18271,4e-05,-4e-05,0.0,0.113,0.009,-0.013,0.0,3.2,0.1,-0.1,0.0,0.285,0.009,-0.009,0.0,10.3,,,0,0.0325,,,0.0,M-R relationship,0.2,0.2,-0.1,0.0,196.7,,,,955,,,,0,F8 V,6200.0,100.0,-100.0,0.0,1.19,0.06,-0.06,0.0,1.21,0.06,-0.06,0,0.08,0.05,-0.05,0.0,[Fe/H],4.2,0.30,-0.3,0.0,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,105.096
463,HD 120084 b,337,4.5 Jupiters,5.899,2013,HD 110113 b,HD 110113,1,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,2.541,0.0005,-0.001,0.0,0.035,0.001,-0.001,0.0,2.05,0.12,-0.12,0.0,0.183,0.011,-0.011,0.0,4.55,0.62,-0.62,0,0.01432,0.00195,-0.00195,0.0,Mass,0.093,0.079,-0.064,0.0,735.49,29.39,-29.39,0.0,1371,14.0,-14.0,0.0,0,G,5732.0,50.0,-50.0,0.0,0.97,0.02,-0.02,0.0,1.0,0.06,-0.06,0,0.14,0.02,-0.02,0.0,[Fe/H],4.46,0.05,-0.05,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307
464,HD 121504 b,136,1.51 Jupiters,7.517,2003,HD 110113 c,HD 110113,1,2.0,Radial Velocity,2021.0,La Silla Observatory,0.0,6.744,0.008,-0.009,0.0,0.068,0.001,-0.002,0.0,3.23,,,0.0,0.288,,,0.0,10.5,1.2,-1.2,0,0.03304,0.00378,-0.00378,0.0,Msini,0.045,0.079,-0.038,0.0,199.9,8.1,-8.1,0.0,990,10.0,-10.0,0.0,0,G,5732.0,50.0,-50.0,0.0,0.97,0.02,-0.02,0.0,1.0,0.06,-0.06,0,0.14,0.02,-0.02,0.0,[Fe/H],4.46,0.05,-0.05,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307
465,HD 12484 b,167,2.98 Jupiters,8.17,2016,HD 111232 b,HD 111232,1,1.0,Radial Velocity,2003.0,La Silla Observatory,0.0,1143.0,14.0,-14.0,0.0,1.97,0.04,-0.04,0.0,12.7,,,0.0,1.13,,,0.0,2269.3062,60.3877,-60.3877,0,7.14,0.19,-0.19,0.0,Msini,0.2,0.01,-0.01,0.0,,,,,,,,,0,G5 V,5512.0,24.0,-24.0,0.0,0.9,0.01,-0.01,0.0,0.84,0.03,-0.03,0,-0.43,,,0.0,[Fe/H],4.45,0.01,-0.01,0.0,12h48m51.83s,192.2159553,-68d25m28.80s,-68.4246679,28.9571
